InvoiceNo,CustomerID,InvoiceDate,OrderRevenue,TotalUnits,UniqueProducts,InvoiceLines,Country
553553,16156,2011-05-17 16:32:00,417.71000000000004,170,17,18,United Kingdom
553556,17530,2011-05-17 16:48:00,246.89,132,51,51,United Kingdom
553559,14931,2011-05-17 17:12:00,293.0,1,1,1,Channel Islands
553565,17505,2011-05-18 09:01:00,486.99,269,26,26,United Kingdom
553566,12690,2011-05-18 09:09:00,389.01,106,16,16,France
553567,13592,2011-05-18 09:13:00,32.849999999999994,3,1,1,United Kingdom
553570,13756,2011-05-18 09:23:00,399.21000000000004,141,21,21,United Kingdom
553571,17287,2011-05-18 09:35:00,132.4,12,9,9,United Kingdom
553572,18223,2011-05-18 09:37:00,591.65,255,29,29,United Kingdom
553573,16446,2011-05-18 09:52:00,2.9,2,2,2,United Kingdom
553574,16422,2011-05-18 09:59:00,1373.46,1710,15,15,United Kingdom
553575,18260,2011-05-18 10:08:00,427.97,144,20,20,United Kingdom
553576,14282,2011-05-18 10:29:00,636.1,382,14,14,United Kingdom
553577,12437,2011-05-18 10:34:00,368.2,154,10,10,France
553578,13767,2011-05-18 10:39:00,356.16,136,10,10,United Kingdom
553579,13767,2011-05-18 10:39:00,19.799999999999997,12,1,1,United Kingdom
553585,15301,2011-05-18 10:41:00,306.90999999999997,311,25,25,United Kingdom
553607,16684,2011-05-18 10:47:00,5176.12,4084,25,25,United Kingdom
553612,17556,2011-05-18 10:48:00,157.9,101,6,6,United Kingdom
553614,16684,2011-05-18 10:48:00,427.8,180,4,4,United Kingdom
553625,16684,2011-05-18 10:50:00,822.5999999999999,348,4,4,United Kingdom
553638,14180,2011-05-18 10:56:00,193.75,37,11,11,United Kingdom
553650,14731,2011-05-18 11:02:00,123.36,96,6,6,United Kingdom
553653,16701,2011-05-18 11:08:00,319.25,398,11,11,United Kingdom
553654,13094,2011-05-18 11:08:00,205.74,162,3,3,United Kingdom
553655,16775,2011-05-18 11:14:00,114.7,31,12,12,United Kingdom
553657,14583,2011-05-18 11:28:00,135.98,81,39,50,United Kingdom
553658,16818,2011-05-18 11:42:00,554.42,322,35,35,United Kingdom
553660,14620,2011-05-18 11:58:00,177.43,141,11,11,United Kingdom
553661,13572,2011-05-18 11:59:00,1384.25,534,32,33,United Kingdom
553662,14758,2011-05-18 12:07:00,224.47,59,13,13,United Kingdom
553663,14527,2011-05-18 12:13:00,159.65,96,17,17,United Kingdom
553664,16906,2011-05-18 12:15:00,99.0,21,14,14,United Kingdom
553666,12679,2011-05-18 12:18:00,112.32000000000001,74,2,2,France
553668,13993,2011-05-18 12:21:00,391.75,73,16,16,United Kingdom
553670,14407,2011-05-18 12:28:00,645.5,282,16,16,United Kingdom
553671,13659,2011-05-18 12:37:00,527.8,322,42,42,United Kingdom
553672,15811,2011-05-18 12:44:00,397.51,159,25,25,United Kingdom
553673,16814,2011-05-18 12:46:00,585.39,175,23,23,United Kingdom
553674,12483,2011-05-18 12:50:00,115.60000000000001,37,2,2,Sweden
553675,13719,2011-05-18 12:52:00,205.84,108,14,14,United Kingdom
553676,16553,2011-05-18 12:57:00,647.26,566,9,9,United Kingdom
553677,16553,2011-05-18 12:58:00,162.0,88,2,2,United Kingdom
553678,14009,2011-05-18 13:00:00,380.91,223,24,24,United Kingdom
553679,14565,2011-05-18 13:09:00,710.14,259,24,24,United Kingdom
553680,13258,2011-05-18 13:11:00,198.87,77,12,13,United Kingdom
553681,15410,2011-05-18 13:13:00,152.17,57,7,7,United Kingdom
553682,14646,2011-05-18 13:20:00,732.4,412,5,5,Netherlands
553683,14060,2011-05-18 13:50:00,285.1,214,7,7,United Kingdom
553684,16389,2011-05-18 13:55:00,550.52,248,10,10,United Kingdom
553685,18097,2011-05-18 13:56:00,799.38,560,40,40,United Kingdom
553686,14911,2011-05-18 13:58:00,1414.36,636,60,60,EIRE
553689,17389,2011-05-18 14:07:00,370.26,102,7,7,United Kingdom
553690,17389,2011-05-18 14:08:00,108.0,16,1,1,United Kingdom
553691,15311,2011-05-18 14:08:00,870.92,438,34,34,United Kingdom
553701,14463,2011-05-18 14:42:00,115.92,96,2,2,United Kingdom
553702,13263,2011-05-18 14:50:00,167.64,102,40,40,United Kingdom
553703,13192,2011-05-18 14:57:00,464.32,298,33,33,United Kingdom
553706,13854,2011-05-18 15:23:00,302.64,174,5,5,United Kingdom
553707,16843,2011-05-18 15:26:00,1026.27,469,30,30,United Kingdom
553708,16843,2011-05-18 15:28:00,112.19999999999999,68,3,3,United Kingdom
553709,13767,2011-05-18 15:29:00,454.34000000000003,167,15,15,United Kingdom
553710,17338,2011-05-18 15:35:00,300.05,98,35,35,United Kingdom
553711,13552,2011-05-18 15:39:00,538.1800000000001,128,14,14,United Kingdom
553712,13552,2011-05-18 15:41:00,540.36,208,11,11,United Kingdom
553713,13798,2011-05-18 15:47:00,325.4,220,2,2,United Kingdom
553714,16987,2011-05-18 15:55:00,213.05,47,22,22,United Kingdom
553720,13417,2011-05-18 16:26:00,236.0,72,10,10,United Kingdom
553721,16570,2011-05-18 16:37:00,569.0899999999999,313,23,23,United Kingdom
553722,12999,2011-05-18 16:37:00,59.099999999999994,26,4,4,United Kingdom
553724,17047,2011-05-18 16:50:00,439.39,207,24,24,United Kingdom
553725,17047,2011-05-18 16:51:00,310.04,145,19,19,United Kingdom
553726,16681,2011-05-18 16:52:00,259.32,228,5,5,United Kingdom
553727,13531,2011-05-18 16:56:00,178.35,71,7,7,United Kingdom
553730,16525,2011-05-19 07:49:00,555.46,514,7,7,United Kingdom
553731,12481,2011-05-19 08:26:00,722.46,419,36,36,Germany
553732,12481,2011-05-19 08:27:00,134.82,90,7,7,Germany
553733,14735,2011-05-19 08:29:00,92.10000000000001,50,5,5,United Kingdom
553734,14735,2011-05-19 08:31:00,147.54,26,4,4,United Kingdom
553735,14735,2011-05-19 08:32:00,36.0,20,2,2,United Kingdom
553736,14735,2011-05-19 08:33:00,60.0,48,1,1,United Kingdom
553737,15116,2011-05-19 08:50:00,479.65,147,15,15,United Kingdom
553738,17469,2011-05-19 08:55:00,305.36,130,14,14,United Kingdom
553739,14895,2011-05-19 09:23:00,1073.09,361,46,46,United Kingdom
553740,16647,2011-05-19 09:31:00,127.75,65,9,9,United Kingdom
553741,12520,2011-05-19 09:37:00,463.59999999999997,199,25,25,Germany
553742,16133,2011-05-19 09:38:00,310.5,414,6,6,United Kingdom
553747,13627,2011-05-19 09:47:00,294.73,242,21,21,United Kingdom
553749,13468,2011-05-19 09:59:00,253.8,100,5,5,United Kingdom
553750,15660,2011-05-19 10:16:00,358.22,210,21,21,United Kingdom
553751,15630,2011-05-19 10:16:00,396.86,280,21,21,United Kingdom
553752,14896,2011-05-19 10:20:00,211.55,95,11,11,United Kingdom
553753,12971,2011-05-19 10:22:00,259.20000000000005,112,5,5,United Kingdom
553754,16175,2011-05-19 10:25:00,194.11999999999998,120,13,13,United Kingdom
553755,17457,2011-05-19 10:32:00,367.2,144,1,1,United Kingdom
553762,18145,2011-05-19 10:38:00,414.77,296,25,25,United Kingdom
553765,17245,2011-05-19 10:43:00,171.45,75,9,9,United Kingdom
553781,16008,2011-05-19 10:54:00,139.15,75,6,6,United Kingdom
553828,17865,2011-05-19 11:24:00,862.89,399,30,30,United Kingdom
553829,16455,2011-05-19 11:28:00,188.1,114,10,10,United Kingdom
553830,17871,2011-05-19 11:32:00,155.9,182,10,10,United Kingdom
553831,14442,2011-05-19 11:36:00,914.24,223,33,33,Channel Islands
553832,12957,2011-05-19 11:38:00,384.58,425,27,27,United Kingdom
553833,17346,2011-05-19 11:41:00,222.31,139,42,42,United Kingdom
553834,15189,2011-05-19 11:47:00,696.0999999999999,162,16,16,United Kingdom
553835,13529,2011-05-19 11:50:00,181.1,30,7,7,United Kingdom
553836,17017,2011-05-19 12:08:00,566.18,458,19,19,United Kingdom
553837,17017,2011-05-19 12:09:00,24.96,12,1,1,United Kingdom
553838,12620,2011-05-19 12:10:00,561.66,434,33,33,France
553839,12897,2011-05-19 12:13:00,87.7,46,2,2,United Kingdom
553842,12524,2011-05-19 12:24:00,400.88,470,20,20,Germany
553843,12553,2011-05-19 12:29:00,352.85,128,19,19,France
553844,13450,2011-05-19 12:36:00,437.94,422,13,13,United Kingdom
553845,17675,2011-05-19 12:38:00,727.0,216,21,21,United Kingdom
553846,15738,2011-05-19 12:40:00,299.45000000000005,155,9,9,United Kingdom
553847,15738,2011-05-19 12:41:00,16.6,4,1,1,United Kingdom
553848,17364,2011-05-19 12:50:00,284.76,156,11,11,United Kingdom
553850,18075,2011-05-19 12:59:00,141.54000000000002,50,7,7,United Kingdom
553852,15599,2011-05-19 13:05:00,448.83,361,29,29,United Kingdom
553853,16782,2011-05-19 13:08:00,129.95000000000002,30,8,8,United Kingdom
553855,15854,2011-05-19 13:16:00,310.5,78,6,6,United Kingdom
553856,16813,2011-05-19 13:28:00,191.10999999999999,141,87,88,United Kingdom
553859,14505,2011-05-19 13:35:00,595.7,210,53,57,United Kingdom
553860,17841,2011-05-19 13:57:00,184.95,161,52,53,United Kingdom
553861,13591,2011-05-19 13:58:00,314.03,135,15,15,United Kingdom
553863,13418,2011-05-19 14:05:00,446.82,293,46,46,United Kingdom
553864,15862,2011-05-19 14:08:00,136.78,235,23,23,United Kingdom
553867,17306,2011-05-19 14:19:00,451.70000000000005,986,4,4,United Kingdom
553868,16998,2011-05-19 14:24:00,189.60000000000002,48,1,1,United Kingdom
553869,15394,2011-05-19 14:27:00,848.78,304,30,30,United Kingdom
553870,17980,2011-05-19 14:29:00,267.55,221,11,11,United Kingdom
553871,16998,2011-05-19 14:30:00,7.5,2,1,1,United Kingdom
553872,13050,2011-05-19 14:35:00,343.08,164,20,20,United Kingdom
553873,14859,2011-05-19 14:42:00,296.86,209,11,11,United Kingdom
553874,15660,2011-05-19 14:44:00,16.5,2,1,1,United Kingdom
553876,16463,2011-05-19 14:45:00,319.37,179,19,19,United Kingdom
553878,14733,2011-05-19 14:56:00,347.26,142,8,8,United Kingdom
553879,15791,2011-05-19 15:15:00,1223.24,558,54,54,United Kingdom
553881,16966,2011-05-19 15:24:00,318.24,288,6,6,United Kingdom
553882,16672,2011-05-19 15:30:00,249.3,78,3,3,United Kingdom
553883,16672,2011-05-19 15:31:00,100.80000000000001,48,1,1,United Kingdom
553884,12600,2011-05-19 15:36:00,202.26000000000002,47,5,5,Germany
553885,12601,2011-05-19 15:41:00,140.6,35,6,6,Germany
553886,15648,2011-05-19 15:53:00,340.5,130,13,13,United Kingdom
553887,17068,2011-05-19 16:04:00,192.3,74,9,9,United Kingdom
553888,15201,2011-05-19 16:09:00,300.79,351,19,19,United Kingdom
553889,13405,2011-05-19 16:31:00,397.40000000000003,126,19,19,United Kingdom
553891,16839,2011-05-19 16:47:00,682.4,400,12,12,United Kingdom
553892,14825,2011-05-19 16:56:00,140.70000000000002,44,6,6,United Kingdom
553893,17560,2011-05-19 17:13:00,323.95,137,13,13,United Kingdom
553894,13658,2011-05-19 17:15:00,933.3,300,32,32,United Kingdom
553895,15271,2011-05-19 17:18:00,116.5,70,7,7,United Kingdom
553896,13887,2011-05-19 17:22:00,349.55,147,19,19,United Kingdom
553897,14911,2011-05-19 17:23:00,267.46,113,16,16,EIRE
553898,17389,2011-05-19 17:23:00,141.60000000000002,48,1,1,United Kingdom
553899,14292,2011-05-19 17:25:00,662.21,235,23,23,United Kingdom
553900,12353,2011-05-19 17:47:00,89.0,20,4,4,Bahrain
553901,14911,2011-05-19 17:48:00,936.34,284,30,30,EIRE
553902,15809,2011-05-19 18:02:00,121.09,79,9,9,United Kingdom
553907,14551,2011-05-19 18:21:00,125.43,66,7,7,United Kingdom
553908,18177,2011-05-19 18:28:00,311.3,158,11,11,United Kingdom
553909,12951,2011-05-19 19:00:00,163.60000000000002,45,9,9,United Kingdom
553911,18168,2011-05-19 19:02:00,191.67,85,25,25,United Kingdom
553912,15122,2011-05-19 19:32:00,533.57,261,22,22,United Kingdom
553913,18109,2011-05-19 19:47:00,456.57,292,27,27,United Kingdom
553915,18225,2011-05-19 19:51:00,587.21,283,26,26,United Kingdom
553916,17166,2011-05-20 08:18:00,127.59,57,10,10,United Kingdom
553917,17615,2011-05-20 08:30:00,118.55,41,6,6,United Kingdom
553918,16146,2011-05-20 08:39:00,273.44,156,9,9,United Kingdom
553919,17416,2011-05-20 08:41:00,1005.7,510,27,27,United Kingdom
553920,15955,2011-05-20 08:57:00,381.45000000000005,115,13,13,United Kingdom
553921,13376,2011-05-20 09:08:00,394.0,165,18,18,United Kingdom
553922,17926,2011-05-20 09:24:00,211.73000000000002,134,11,11,United Kingdom
553923,13266,2011-05-20 09:30:00,279.02,454,12,12,United Kingdom
553925,15370,2011-05-20 09:38:00,373.72,140,15,15,United Kingdom
553926,12955,2011-05-20 09:47:00,17.0,20,1,1,United Kingdom
553927,17381,2011-05-20 09:56:00,784.92,1084,4,4,United Kingdom
553928,12931,2011-05-20 10:02:00,392.4,472,2,2,United Kingdom
553929,12931,2011-05-20 10:04:00,104.39999999999999,72,1,1,United Kingdom
553930,13178,2011-05-20 10:22:00,392.4,218,11,11,United Kingdom
553931,14911,2011-05-20 10:27:00,380.32,226,23,23,EIRE
553932,15768,2011-05-20 10:29:00,124.8,52,8,8,United Kingdom
553933,15078,2011-05-20 10:30:00,573.6600000000001,298,24,24,United Kingdom
553934,15078,2011-05-20 10:31:00,38.2,22,2,2,United Kingdom
553935,15856,2011-05-20 10:32:00,649.3,550,50,53,United Kingdom
553936,15078,2011-05-20 10:32:00,71.4,32,4,4,United Kingdom
553937,14056,2011-05-20 10:33:00,171.29,53,21,21,United Kingdom
553938,14112,2011-05-20 10:35:00,115.6,38,6,6,United Kingdom
553940,14112,2011-05-20 10:36:00,419.8,250,25,25,United Kingdom
553941,14334,2011-05-20 10:37:00,370.45,177,21,21,United Kingdom
553942,18055,2011-05-20 10:37:00,968.5,336,39,39,United Kingdom
553946,15601,2011-05-20 10:48:00,691.54,333,42,42,United Kingdom
553952,13391,2011-05-20 10:50:00,59.8,4,1,1,United Kingdom
553978,16182,2011-05-20 11:03:00,1692.0,1000,6,6,United Kingdom
553979,15694,2011-05-20 11:07:00,481.70000000000005,110,4,4,United Kingdom
553996,15220,2011-05-20 11:33:00,346.4,392,20,20,United Kingdom
553997,12656,2011-05-20 11:34:00,1118.3999999999999,473,14,14,France
554000,14794,2011-05-20 11:53:00,200.45999999999998,147,14,14,United Kingdom
554003,13324,2011-05-20 12:17:00,504.0,256,5,5,United Kingdom
554007,17961,2011-05-20 12:26:00,8.25,1,1,1,United Kingdom
554008,17455,2011-05-20 12:31:00,131.7,66,8,8,United Kingdom
554009,12935,2011-05-20 12:38:00,434.6,303,26,26,United Kingdom
554013,13308,2011-05-20 13:13:00,814.95,519,26,26,United Kingdom
554014,13856,2011-05-20 13:13:00,94.39999999999999,104,7,7,United Kingdom
554015,17644,2011-05-20 13:14:00,400.0,225,27,27,United Kingdom
554016,13243,2011-05-20 13:14:00,585.12,232,56,57,United Kingdom
554018,17644,2011-05-20 13:15:00,79.3,34,5,5,United Kingdom
554019,17591,2011-05-20 13:16:00,455.82000000000005,228,22,22,United Kingdom
554026,13324,2011-05-20 13:34:00,648.72,376,6,6,United Kingdom
554027,15260,2011-05-20 13:40:00,194.4,94,9,9,United Kingdom
554028,15410,2011-05-20 13:43:00,809.9200000000001,240,23,23,United Kingdom
554030,16497,2011-05-20 13:56:00,718.64,454,45,45,United Kingdom
554031,16497,2011-05-20 13:58:00,144.38,85,8,8,United Kingdom
554032,13824,2011-05-20 14:04:00,130.8,24,1,1,United Kingdom
554033,16187,2011-05-20 14:06:00,477.86,338,20,20,United Kingdom
554034,13324,2011-05-20 14:06:00,208.79999999999998,144,3,3,United Kingdom
554035,16187,2011-05-20 14:07:00,63.9,26,4,4,United Kingdom
554036,13767,2011-05-20 14:11:00,288.98,138,11,11,United Kingdom
554037,12415,2011-05-20 14:13:00,766.3599999999999,316,3,3,Australia
554038,12775,2011-05-20 14:23:00,294.72,128,13,13,Netherlands
554039,15095,2011-05-20 14:27:00,770.5,705,29,29,United Kingdom
554040,15290,2011-05-20 14:35:00,362.19,217,17,17,United Kingdom
554041,16226,2011-05-20 14:41:00,15.0,12,1,1,United Kingdom
554042,15237,2011-05-20 14:47:00,154.73,128,11,11,United Kingdom
554043,16832,2011-05-20 14:47:00,77.75,8,5,5,United Kingdom
554050,18048,2011-05-20 14:54:00,168.49,123,6,6,United Kingdom
554051,16696,2011-05-20 14:56:00,118.80000000000001,24,1,1,United Kingdom
554052,18048,2011-05-20 14:58:00,3.8,4,1,1,United Kingdom
554053,14282,2011-05-20 15:08:00,143.6,140,5,5,United Kingdom
554055,18198,2011-05-20 15:39:00,303.46000000000004,258,5,5,United Kingdom
554057,17867,2011-05-20 15:52:00,578.5500000000001,291,4,4,United Kingdom
554058,17757,2011-05-20 16:04:00,213.07,115,35,35,United Kingdom
554059,14388,2011-05-20 16:25:00,458.94,356,26,26,United Kingdom
554060,18008,2011-05-20 16:55:00,380.0,200,1,1,United Kingdom
554061,18008,2011-05-20 16:56:00,17.0,20,1,1,United Kingdom
554062,13654,2011-05-22 10:21:00,374.59999999999997,276,20,20,United Kingdom
554063,13631,2011-05-22 10:27:00,300.0,48,1,1,United Kingdom
554064,14195,2011-05-22 10:29:00,183.60000000000002,24,2,2,United Kingdom
554065,18287,2011-05-22 10:39:00,765.28,488,27,29,United Kingdom
554066,12916,2011-05-22 10:40:00,794.75,227,20,20,United Kingdom
554067,18150,2011-05-22 10:47:00,227.57999999999998,140,14,14,United Kingdom
554068,16690,2011-05-22 10:53:00,86.5,46,5,5,United Kingdom
554069,15281,2011-05-22 10:57:00,508.11,215,30,30,United Kingdom
554070,13555,2011-05-22 11:06:00,976.12,405,30,30,United Kingdom
554071,13113,2011-05-22 11:17:00,1961.05,285,7,7,United Kingdom
554072,13555,2011-05-22 11:24:00,613.93,463,25,25,United Kingdom
554073,17007,2011-05-22 11:26:00,117.66,90,8,8,United Kingdom
554074,13230,2011-05-22 11:28:00,184.55,81,13,13,United Kingdom
554075,16038,2011-05-22 11:29:00,316.95,187,19,19,United Kingdom
554076,16556,2011-05-22 11:30:00,369.76,210,26,26,United Kingdom
554077,13972,2011-05-22 11:34:00,145.9,42,9,9,United Kingdom
554078,12971,2011-05-22 11:38:00,40.56,24,1,1,United Kingdom
554079,14546,2011-05-22 11:41:00,313.59000000000003,144,46,46,United Kingdom
554080,16931,2011-05-22 11:42:00,230.60999999999999,184,48,48,United Kingdom
554081,13227,2011-05-22 11:47:00,257.7,99,9,9,United Kingdom
554082,14878,2011-05-22 11:49:00,219.96,151,20,20,United Kingdom
554083,18125,2011-05-22 11:51:00,212.93,190,46,47,United Kingdom
554084,12909,2011-05-22 11:52:00,624.92,188,21,22,United Kingdom
554085,16945,2011-05-22 11:53:00,182.6,94,11,11,United Kingdom
554086,16945,2011-05-22 11:54:00,134.5,74,9,9,United Kingdom
554087,13946,2011-05-22 12:03:00,276.12,168,5,5,United Kingdom
554088,16801,2011-05-22 12:12:00,488.43,265,17,17,United Kingdom
554089,13527,2011-05-22 12:16:00,475.19,199,40,41,United Kingdom
554090,17315,2011-05-22 12:22:00,117.93,72,13,13,United Kingdom
554091,13657,2011-05-22 12:35:00,152.34,132,9,9,United Kingdom
554092,17176,2011-05-22 12:41:00,306.13,170,15,15,United Kingdom
554093,14837,2011-05-22 12:49:00,492.26,338,30,30,United Kingdom
554094,15716,2011-05-22 12:49:00,240.08,112,35,35,United Kingdom
554095,14682,2011-05-22 12:51:00,20.8,32,1,1,United Kingdom
554096,14921,2011-05-22 12:51:00,903.01,631,53,53,United Kingdom
554097,12567,2011-05-22 13:01:00,705.21,234,35,35,France
554098,14769,2011-05-22 13:01:00,2454.11,1562,249,256,United Kingdom
554099,16341,2011-05-22 13:20:00,797.65,534,29,29,United Kingdom
554101,13549,2011-05-22 13:29:00,223.7,120,11,11,United Kingdom
554102,14647,2011-05-22 13:40:00,236.04000000000002,91,24,28,United Kingdom
554103,15555,2011-05-22 13:51:00,379.40999999999997,373,76,76,United Kingdom
554104,12705,2011-05-22 14:03:00,984.85,582,53,53,Germany
554105,14711,2011-05-22 14:04:00,211.81,110,35,35,United Kingdom
554106,12710,2011-05-22 14:05:00,718.96,386,44,44,Germany
554107,16249,2011-05-22 14:09:00,205.7,46,5,5,United Kingdom
554108,13668,2011-05-22 14:29:00,315.96,168,22,22,United Kingdom
554109,12682,2011-05-22 14:33:00,205.5,64,10,10,France
554110,13468,2011-05-22 14:35:00,111.4,32,5,5,United Kingdom
554111,15724,2011-05-22 14:40:00,114.60000000000001,42,6,6,United Kingdom
554112,17611,2011-05-22 14:44:00,297.9,174,74,76,United Kingdom
554113,16700,2011-05-22 14:53:00,403.23,215,24,24,United Kingdom
554114,15292,2011-05-22 15:00:00,178.39,55,24,24,United Kingdom
554115,15938,2011-05-22 15:03:00,92.7,34,3,3,United Kingdom
554116,14514,2011-05-22 15:11:00,147.86,52,12,13,United Kingdom
554117,13758,2011-05-22 15:12:00,893.37,832,46,47,United Kingdom
554118,16592,2011-05-22 15:26:00,238.98,190,14,14,United Kingdom
554119,16592,2011-05-22 15:27:00,53.8,16,2,2,United Kingdom
554120,16592,2011-05-22 15:28:00,57.3,30,3,3,United Kingdom
554121,17690,2011-05-22 15:31:00,142.65,71,9,9,United Kingdom
554122,15705,2011-05-22 15:37:00,143.1,62,6,6,United Kingdom
554123,16818,2011-05-22 15:44:00,171.82,76,10,10,United Kingdom
554124,13339,2011-05-23 08:31:00,860.12,326,54,54,United Kingdom
554125,13885,2011-05-23 08:52:00,399.15,159,23,23,United Kingdom
554126,12431,2011-05-23 09:14:00,472.09,231,17,17,Australia
554129,14189,2011-05-23 09:39:00,306.34000000000003,326,16,16,United Kingdom
554130,17949,2011-05-23 09:42:00,204.0,24,1,1,United Kingdom
554131,13988,2011-05-23 09:43:00,725.02,343,31,31,United Kingdom
554132,12360,2011-05-23 09:43:00,1083.58,434,45,45,Austria
554134,12583,2011-05-23 09:48:00,421.96,306,20,20,France
554135,12877,2011-05-23 09:58:00,92.92,44,5,5,United Kingdom
554137,12708,2011-05-23 10:13:00,371.95,163,19,19,Germany
554138,14239,2011-05-23 10:21:00,35.400000000000006,12,1,1,United Kingdom
554139,14911,2011-05-23 10:34:00,1007.75,401,52,52,EIRE
554141,14189,2011-05-23 10:34:00,51.36,72,4,4,United Kingdom
554142,15288,2011-05-23 10:38:00,471.6,136,12,12,United Kingdom
554146,13479,2011-05-23 10:45:00,156.6,45,7,7,United Kingdom
554147,12423,2011-05-23 10:48:00,333.82,161,22,22,Belgium
554151,14049,2011-05-23 11:07:00,1989.73,1251,141,141,United Kingdom
554155,12757,2011-05-23 11:26:00,1241.98,1,1,1,Portugal
554156,13798,2011-05-23 11:28:00,366.0,184,3,3,United Kingdom
554157,18283,2011-05-23 11:33:00,85.22,55,32,37,United Kingdom
554158,15563,2011-05-23 11:44:00,465.43,427,40,40,United Kingdom
554159,12464,2011-05-23 11:48:00,147.0,14,4,4,Belgium
554160,17841,2011-05-23 11:49:00,317.19,178,79,79,United Kingdom
554161,12464,2011-05-23 11:49:00,34.0,4,2,2,Belgium
554162,16722,2011-05-23 11:52:00,397.78,454,12,12,United Kingdom
554163,14573,2011-05-23 11:52:00,183.26,52,23,23,United Kingdom
554164,14364,2011-05-23 11:58:00,398.05,229,5,5,United Kingdom
554181,13078,2011-05-23 12:09:00,486.7,165,20,20,United Kingdom
554202,13546,2011-05-23 12:14:00,182.26,107,26,26,United Kingdom
554207,14573,2011-05-23 12:15:00,1.95,1,1,1,United Kingdom
554261,16033,2011-05-23 12:32:00,256.98,89,40,40,United Kingdom
554262,17715,2011-05-23 12:32:00,326.4,384,1,1,United Kingdom
554263,12474,2011-05-23 12:32:00,7.800000000000001,12,1,1,Germany
554264,15602,2011-05-23 12:35:00,138.2,84,5,5,United Kingdom
554268,15311,2011-05-23 12:59:00,638.24,369,27,27,United Kingdom
554269,13223,2011-05-23 13:03:00,62.4,40,4,4,United Kingdom
554270,15046,2011-05-23 13:05:00,439.52,260,26,26,United Kingdom
554271,16422,2011-05-23 13:06:00,1733.8500000000001,1479,14,14,United Kingdom
554272,12901,2011-05-23 13:08:00,2843.6,3863,6,6,United Kingdom
554274,16266,2011-05-23 13:12:00,113.55,19,6,6,United Kingdom
554275,14903,2011-05-23 13:17:00,686.47,406,91,91,United Kingdom
554277,12901,2011-05-23 13:20:00,127.2,120,1,1,United Kingdom
554278,13831,2011-05-23 13:25:00,374.15,155,51,51,United Kingdom
554279,17723,2011-05-23 13:28:00,415.00000000000006,100,1,1,United Kingdom
554280,14817,2011-05-23 13:35:00,529.5500000000001,281,29,29,United Kingdom
554281,18160,2011-05-23 13:41:00,318.55,147,19,19,United Kingdom
554282,15769,2011-05-23 14:01:00,1742.8,848,6,6,United Kingdom
554283,17686,2011-05-23 14:11:00,1044.54,494,54,54,United Kingdom
554284,17686,2011-05-23 14:14:00,12.64,16,1,1,United Kingdom
554286,17686,2011-05-23 14:16:00,386.96,97,18,18,United Kingdom
554289,15434,2011-05-23 14:18:00,306.96,199,12,12,United Kingdom
554301,12757,2011-05-23 14:46:00,1241.98,1,1,1,Portugal
554305,12757,2011-05-23 14:58:00,557.72,1,1,1,Portugal
554306,15734,2011-05-23 14:59:00,578.6500000000001,133,11,11,United Kingdom
554307,12989,2011-05-23 14:59:00,457.68,280,5,5,United Kingdom
554309,12989,2011-05-23 15:00:00,241.20000000000002,144,2,2,United Kingdom
554315,16086,2011-05-23 15:29:00,308.61,139,10,10,United Kingdom
554322,17512,2011-05-23 15:33:00,109.8,180,4,4,United Kingdom
554323,16729,2011-05-23 15:33:00,320.52,247,23,23,United Kingdom
554324,12712,2011-05-23 15:38:00,146.8,31,4,4,Germany
554325,12621,2011-05-23 15:38:00,495.1,245,21,21,Germany
554326,13737,2011-05-23 16:32:00,339.59999999999997,125,29,30,United Kingdom
554329,15796,2011-05-23 16:52:00,379.40000000000003,92,11,11,United Kingdom
554337,17920,2011-05-23 17:25:00,259.9,94,12,12,United Kingdom
554347,16523,2011-05-24 08:21:00,720.4,459,24,24,United Kingdom
554348,13523,2011-05-24 08:49:00,1695.54,438,66,66,United Kingdom
554349,14191,2011-05-24 08:49:00,278.78000000000003,196,17,17,United Kingdom
554350,13523,2011-05-24 08:51:00,106.75,25,6,6,United Kingdom
554351,15132,2011-05-24 08:53:00,176.1,118,6,6,United Kingdom
554353,14258,2011-05-24 09:10:00,1541.16,636,15,15,United Kingdom
554354,15987,2011-05-24 09:12:00,39.900000000000006,62,2,2,United Kingdom
554355,16992,2011-05-24 09:20:00,249.55,128,15,15,United Kingdom
554356,12670,2011-05-24 09:25:00,393.34,210,13,13,France
554357,15987,2011-05-24 09:26:00,353.34000000000003,906,1,1,United Kingdom
554358,17450,2011-05-24 09:32:00,2825.3999999999996,828,2,2,United Kingdom
554359,13590,2011-05-24 09:56:00,301.55,207,18,18,United Kingdom
554362,17811,2011-05-24 10:17:00,150.35,43,15,15,United Kingdom
554363,12647,2011-05-24 10:19:00,293.25,121,15,15,Germany
554364,16029,2011-05-24 10:21:00,264.0,124,2,2,United Kingdom
554365,13089,2011-05-24 10:22:00,688.0600000000001,350,28,28,United Kingdom
554366,17450,2011-05-24 10:24:00,9468.48,3084,4,4,United Kingdom
554367,13089,2011-05-24 10:24:00,237.15,159,10,10,United Kingdom
554368,13267,2011-05-24 10:33:00,257.39,117,13,13,United Kingdom
554369,13267,2011-05-24 10:34:00,9.959999999999999,12,1,1,United Kingdom
554370,13267,2011-05-24 10:35:00,62.099999999999994,30,3,3,United Kingdom
554371,17659,2011-05-24 10:42:00,595.29,451,28,28,United Kingdom
